"","Region","Treatment","Metabolite","Intensity"
"14632","Hippocampus","C4","Octadecanamide",35840676
"14633","Hippocampus","Est","Octadecanamide",48674496
"14634","Hippocampus","Est","Octadecanamide",6976412
"14635","Hippocampus","Est","Octadecanamide",32960324
"14636","Hippocampus","Est","Octadecanamide",35817312
"14637","Hippocampus","Est","Octadecanamide",14457669
"14638","Hippocampus","Est","Octadecanamide",41078340
"14639","Hippocampus","Est","Octadecanamide",7157531
"14640","Hippocampus","Est","Octadecanamide",32757056
"14641","Basal ganglia","Control","Octadecanamide",30576310
"14642","Basal ganglia","Control","Octadecanamide",18734132
"14643","Basal ganglia","Control","Octadecanamide",15645728
"14644","Basal ganglia","Control","Octadecanamide",12078256
"14645","Basal ganglia","Control","Octadecanamide",28946890
"14646","Basal ganglia","Control","Octadecanamide",8747525
"14647","Basal ganglia","Control","Octadecanamide",28552984
"14648","Basal ganglia","Control","Octadecanamide",33728580
"14649","Basal ganglia","C4","Octadecanamide",19353424
"14650","Basal ganglia","C4","Octadecanamide",67429232
"14651","Basal ganglia","C4","Octadecanamide",58458264
"14652","Basal ganglia","C4","Octadecanamide",47650224
"14653","Basal ganglia","C4","Octadecanamide",89930960
"14654","Basal ganglia","C4","Octadecanamide",95101272
"14655","Basal ganglia","C4","Octadecanamide",89890432
"14656","Basal ganglia","C4","Octadecanamide",31065220
"14657","Basal ganglia","Est","Octadecanamide",9970494
"14658","Basal ganglia","Est","Octadecanamide",88430432
"14659","Basal ganglia","Est","Octadecanamide",122609016
"14660","Basal ganglia","Est","Octadecanamide",114163680
"14661","Basal ganglia","Est","Octadecanamide",83221000
"14662","Basal ganglia","Est","Octadecanamide",74566016
"14663","Basal ganglia","Est","Octadecanamide",100525304
"14664","Basal ganglia","Est","Octadecanamide",27017596
"14665","Hypothalamus","Control","Octadecanamide",16351821
"14666","Hypothalamus","Control","Octadecanamide",29622928
"14667","Hypothalamus","Control","Octadecanamide",36307848
"14668","Hypothalamus","Control","Octadecanamide",40242168
"14669","Hypothalamus","Control","Octadecanamide",78167144
"14670","Hypothalamus","Control","Octadecanamide",95342224
"14671","Hypothalamus","Control","Octadecanamide",61474420
"14672","Hypothalamus","Control","Octadecanamide",31782492
"14673","Hypothalamus","C4","Octadecanamide",36287392
"14674","Hypothalamus","C4","Octadecanamide",35717220
"14675","Hypothalamus","C4","Octadecanamide",27377968
"14676","Hypothalamus","C4","Octadecanamide",26238052
"14677","Hypothalamus","C4","Octadecanamide",67424488
"14678","Hypothalamus","C4","Octadecanamide",41807844
"14679","Hypothalamus","C4","Octadecanamide",8040760
"14680","Hypothalamus","C4","Octadecanamide",9882774
"14681","Hypothalamus","Est","Octadecanamide",22761424
"14682","Hypothalamus","Est","Octadecanamide",29701092
"14683","Hypothalamus","Est","Octadecanamide",24313290
"14684","Hypothalamus","Est","Octadecanamide",14727901
"14685","Hypothalamus","Est","Octadecanamide",25052522
"14686","Hypothalamus","Est","Octadecanamide",23531822
"14687","Hypothalamus","Est","Octadecanamide",26871840
"14688","Hypothalamus","Est","Octadecanamide",14329455
"14689","Hippocampus","Control","Glutamic acid",468723968
"14690","Hippocampus","Control","Glutamic acid",542446848
"14691","Hippocampus","Control","Glutamic acid",462118560
"14692","Hippocampus","Control","Glutamic acid",572669376
"14693","Hippocampus","Control","Glutamic acid",429663136
"14694","Hippocampus","Control","Glutamic acid",465994752
"14695","Hippocampus","Control","Glutamic acid",462750176
"14696","Hippocampus","Control","Glutamic acid",423510560
"14697","Hippocampus","C4","Glutamic acid",514080768
"14698","Hippocampus","C4","Glutamic acid",435722496
"14699","Hippocampus","C4","Glutamic acid",406919776
"14700","Hippocampus","C4","Glutamic acid",462223744
"14701","Hippocampus","C4","Glutamic acid",395590848
"14702","Hippocampus","C4","Glutamic acid",463574336
"14703","Hippocampus","C4","Glutamic acid",479840768
"14704","Hippocampus","C4","Glutamic acid",433126944
"14705","Hippocampus","Est","Glutamic acid",426600224
"14706","Hippocampus","Est","Glutamic acid",418285856
"14707","Hippocampus","Est","Glutamic acid",535838784
"14708","Hippocampus","Est","Glutamic acid",396133120
"14709","Hippocampus","Est","Glutamic acid",545176000
"14710","Hippocampus","Est","Glutamic acid",449860064
"14711","Hippocampus","Est","Glutamic acid",523610848
"14712","Hippocampus","Est","Glutamic acid",345688704
"14713","Basal ganglia","Control","Glutamic acid",374343072
"14714","Basal ganglia","Control","Glutamic acid",353200416
"14715","Basal ganglia","Control","Glutamic acid",264441760
"14716","Basal ganglia","Control","Glutamic acid",328715072
"14717","Basal ganglia","Control","Glutamic acid",414333504
"14718","Basal ganglia","Control","Glutamic acid",406451776
"14719","Basal ganglia","Control","Glutamic acid",307916800
"14720","Basal ganglia","Control","Glutamic acid",282606304
"14721","Basal ganglia","C4","Glutamic acid",326694688
"14722","Basal ganglia","C4","Glutamic acid",384012832
"14723","Basal ganglia","C4","Glutamic acid",270248032
"14724","Basal ganglia","C4","Glutamic acid",290931392
"14725","Basal ganglia","C4","Glutamic acid",373597216
"14726","Basal ganglia","C4","Glutamic acid",424369056
"14727","Basal ganglia","C4","Glutamic acid",323713280
"14728","Basal ganglia","C4","Glutamic acid",352353152
"14729","Basal ganglia","Est","Glutamic acid",446372352
"14730","Basal ganglia","Est","Glutamic acid",344035424
"14731","Basal ganglia","Est","Glutamic acid",429747552
"14732","Basal ganglia","Est","Glutamic acid",436496160
"14733","Basal ganglia","Est","Glutamic acid",411619424
"14734","Basal ganglia","Est","Glutamic acid",258021936
"14735","Basal ganglia","Est","Glutamic acid",405332768
"14736","Basal ganglia","Est","Glutamic acid",333196352
"14737","Hypothalamus","Control","Glutamic acid",192626208
"14738","Hypothalamus","Control","Glutamic acid",208502336
"14739","Hypothalamus","Control","Glutamic acid",202334688
"14740","Hypothalamus","Control","Glutamic acid",8928167
"14741","Hypothalamus","Control","Glutamic acid",222061200
"14742","Hypothalamus","Control","Glutamic acid",193411936
"14743","Hypothalamus","Control","Glutamic acid",175522272
"14744","Hypothalamus","Control","Glutamic acid",132817336
"14745","Hypothalamus","C4","Glutamic acid",172986528
"14746","Hypothalamus","C4","Glutamic acid",219870736
"14747","Hypothalamus","C4","Glutamic acid",231473840
"14748","Hypothalamus","C4","Glutamic acid",188878032
"14749","Hypothalamus","C4","Glutamic acid",200391744
"14750","Hypothalamus","C4","Glutamic acid",216409936
"14751","Hypothalamus","C4","Glutamic acid",62167244
"14752","Hypothalamus","C4","Glutamic acid",257695184
"14753","Hypothalamus","Est","Glutamic acid",82971120
"14754","Hypothalamus","Est","Glutamic acid",69837400
"14755","Hypothalamus","Est","Glutamic acid",206511488
"14756","Hypothalamus","Est","Glutamic acid",186729664
"14757","Hypothalamus","Est","Glutamic acid",249542800
"14758","Hypothalamus","Est","Glutamic acid",175927872
"14759","Hypothalamus","Est","Glutamic acid",210803168
"14760","Hypothalamus","Est","Glutamic acid",65838288
"14761","Hippocampus","Control","Terbumeton",118009
"14762","Hippocampus","Control","Terbumeton",183435
"14763","Hippocampus","Control","Terbumeton",317754
"14764","Hippocampus","Control","Terbumeton",246023
"14765","Hippocampus","Control","Terbumeton",336481
"14766","Hippocampus","Control","Terbumeton",308801
"14767","Hippocampus","Control","Terbumeton",147141
"14768","Hippocampus","Control","Terbumeton",282823
"14769","Hippocampus","C4","Terbumeton",142191
"14770","Hippocampus","C4","Terbumeton",222804
"14771","Hippocampus","C4","Terbumeton",309113
"14772","Hippocampus","C4","Terbumeton",329062
"14773","Hippocampus","C4","Terbumeton",385136
"14774","Hippocampus","C4","Terbumeton",89621
"14775","Hippocampus","C4","Terbumeton",401183
"14776","Hippocampus","C4","Terbumeton",410682
"14777","Hippocampus","Est","Terbumeton",305032
"14778","Hippocampus","Est","Terbumeton",366724
"14779","Hippocampus","Est","Terbumeton",373089
"14780","Hippocampus","Est","Terbumeton",338661
"14781","Hippocampus","Est","Terbumeton",122049
"14782","Hippocampus","Est","Terbumeton",277599
"14783","Hippocampus","Est","Terbumeton",365175
"14784","Hippocampus","Est","Terbumeton",332986
"14785","Basal ganglia","Control","Terbumeton",262262
"14786","Basal ganglia","Control","Terbumeton",361431
"14787","Basal ganglia","Control","Terbumeton",363843
"14788","Basal ganglia","Control","Terbumeton",348367
"14789","Basal ganglia","Control","Terbumeton",65884
"14790","Basal ganglia","Control","Terbumeton",422273
"14791","Basal ganglia","Control","Terbumeton",299340
"14792","Basal ganglia","Control","Terbumeton",285970
"14793","Basal ganglia","C4","Terbumeton",431651
"14794","Basal ganglia","C4","Terbumeton",385838
"14795","Basal ganglia","C4","Terbumeton",144433
"14796","Basal ganglia","C4","Terbumeton",327607
"14797","Basal ganglia","C4","Terbumeton",377483
"14798","Basal ganglia","C4","Terbumeton",458769
"14799","Basal ganglia","C4","Terbumeton",354023
"14800","Basal ganglia","C4","Terbumeton",298191
"14801","Basal ganglia","Est","Terbumeton",461688
"14802","Basal ganglia","Est","Terbumeton",426210
"14803","Basal ganglia","Est","Terbumeton",482317
"14804","Basal ganglia","Est","Terbumeton",435023
"14805","Basal ganglia","Est","Terbumeton",2079643
"14806","Basal ganglia","Est","Terbumeton",6003444
"14807","Basal ganglia","Est","Terbumeton",685972
"14808","Basal ganglia","Est","Terbumeton",2079438
"14809","Hypothalamus","Control","Terbumeton",300973
"14810","Hypothalamus","Control","Terbumeton",157708
"14811","Hypothalamus","Control","Terbumeton",414689
"14812","Hypothalamus","Control","Terbumeton",525918
"14813","Hypothalamus","Control","Terbumeton",448121
"14814","Hypothalamus","Control","Terbumeton",165622
"14815","Hypothalamus","Control","Terbumeton",360204
"14816","Hypothalamus","Control","Terbumeton",412157
"14817","Hypothalamus","C4","Terbumeton",415070
"14818","Hypothalamus","C4","Terbumeton",389259
"14819","Hypothalamus","C4","Terbumeton",361826
"14820","Hypothalamus","C4","Terbumeton",337003
"14821","Hypothalamus","C4","Terbumeton",446950
"14822","Hypothalamus","C4","Terbumeton",305048
"14823","Hypothalamus","C4","Terbumeton",348128
"14824","Hypothalamus","C4","Terbumeton",120315
"14825","Hypothalamus","Est","Terbumeton",233553
"14826","Hypothalamus","Est","Terbumeton",263578
"14827","Hypothalamus","Est","Terbumeton",237292
"14828","Hypothalamus","Est","Terbumeton",111406
"14829","Hypothalamus","Est","Terbumeton",300534
"14830","Hypothalamus","Est","Terbumeton",296634
"14831","Hypothalamus","Est","Terbumeton",240619
"14832","Hypothalamus","Est","Terbumeton",148441
"14833","Hippocampus","Control","Quisqualic acid",13127114
"14834","Hippocampus","Control","Quisqualic acid",13205725
"14835","Hippocampus","Control","Quisqualic acid",16828708
"14836","Hippocampus","Control","Quisqualic acid",10403635
"14837","Hippocampus","Control","Quisqualic acid",13895263
"14838","Hippocampus","Control","Quisqualic acid",11286566
"14839","Hippocampus","Control","Quisqualic acid",12836105
"14840","Hippocampus","Control","Quisqualic acid",14175331
"14841","Hippocampus","C4","Quisqualic acid",11503831
"14842","Hippocampus","C4","Quisqualic acid",12164114
"14843","Hippocampus","C4","Quisqualic acid",14194164
"14844","Hippocampus","C4","Quisqualic acid",10694540
"14845","Hippocampus","C4","Quisqualic acid",11903550
"14846","Hippocampus","C4","Quisqualic acid",11062246
"14847","Hippocampus","C4","Quisqualic acid",12680570
"14848","Hippocampus","C4","Quisqualic acid",13103897
"14849","Hippocampus","Est","Quisqualic acid",4654988
"14850","Hippocampus","Est","Quisqualic acid",11015689
"14851","Hippocampus","Est","Quisqualic acid",12570775
"14852","Hippocampus","Est","Quisqualic acid",9450409
"14853","Hippocampus","Est","Quisqualic acid",10315590
"14854","Hippocampus","Est","Quisqualic acid",6441106
"14855","Hippocampus","Est","Quisqualic acid",12624310
"14856","Hippocampus","Est","Quisqualic acid",8549673
"14857","Basal ganglia","Control","Quisqualic acid",12421155
"14858","Basal ganglia","Control","Quisqualic acid",7384170
"14859","Basal ganglia","Control","Quisqualic acid",8651519
"14860","Basal ganglia","Control","Quisqualic acid",8788198
"14861","Basal ganglia","Control","Quisqualic acid",8597760
"14862","Basal ganglia","Control","Quisqualic acid",13427590
"14863","Basal ganglia","Control","Quisqualic acid",8077322
"14864","Basal ganglia","Control","Quisqualic acid",6931227
"14865","Basal ganglia","C4","Quisqualic acid",26304156
"14866","Basal ganglia","C4","Quisqualic acid",23661432
"14867","Basal ganglia","C4","Quisqualic acid",17442450
"14868","Basal ganglia","C4","Quisqualic acid",39073352
"14869","Basal ganglia","C4","Quisqualic acid",32879582
"14870","Basal ganglia","C4","Quisqualic acid",40131312
"14871","Basal ganglia","C4","Quisqualic acid",14625236
"14872","Basal ganglia","C4","Quisqualic acid",5587292
"14873","Basal ganglia","Est","Quisqualic acid",36812716
"14874","Basal ganglia","Est","Quisqualic acid",34448792
"14875","Basal ganglia","Est","Quisqualic acid",25895720
"14876","Basal ganglia","Est","Quisqualic acid",24588732
"14877","Basal ganglia","Est","Quisqualic acid",8270326
"14878","Basal ganglia","Est","Quisqualic acid",9070996
"14879","Basal ganglia","Est","Quisqualic acid",4816517
"14880","Basal ganglia","Est","Quisqualic acid",16589251
"14881","Hypothalamus","Control","Quisqualic acid",11509682
"14882","Hypothalamus","Control","Quisqualic acid",13061035
"14883","Hypothalamus","Control","Quisqualic acid",17235344
"14884","Hypothalamus","Control","Quisqualic acid",35033596
"14885","Hypothalamus","Control","Quisqualic acid",31226006
"14886","Hypothalamus","Control","Quisqualic acid",23751314
"14887","Hypothalamus","Control","Quisqualic acid",13151346
"14888","Hypothalamus","Control","Quisqualic acid",20889044
"14889","Hypothalamus","C4","Quisqualic acid",13991649
"14890","Hypothalamus","C4","Quisqualic acid",11886938
"14891","Hypothalamus","C4","Quisqualic acid",13866908
"14892","Hypothalamus","C4","Quisqualic acid",29532280
"14893","Hypothalamus","C4","Quisqualic acid",20869596
"14894","Hypothalamus","C4","Quisqualic acid",5614854
"14895","Hypothalamus","C4","Quisqualic acid",4913552
"14896","Hypothalamus","C4","Quisqualic acid",10710246
"14897","Hypothalamus","Est","Quisqualic acid",20841312
"14898","Hypothalamus","Est","Quisqualic acid",14005109
"14899","Hypothalamus","Est","Quisqualic acid",7124932
"14900","Hypothalamus","Est","Quisqualic acid",16530306
"14901","Hypothalamus","Est","Quisqualic acid",12434085
"14902","Hypothalamus","Est","Quisqualic acid",12952561
"14903","Hypothalamus","Est","Quisqualic acid",10283546
"14904","Hypothalamus","Est","Quisqualic acid",10789124
"14905","Hippocampus","Control","2-[[2-[[2-[[2-[[2-Amino-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-methylsulfanylbutanoic acid",7907
"14906","Hippocampus","Control","2-[[2-[[2-[[2-[[2-Amino-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-methylsulfanylbutanoic acid",7027
"14907","Hippocampus","Control","2-[[2-[[2-[[2-[[2-Amino-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-methylsulfanylbutanoic acid",8333
"14908","Hippocampus","Control","2-[[2-[[2-[[2-[[2-Amino-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-methylsulfanylbutanoic acid",1727
"14909","Hippocampus","Control","2-[[2-[[2-[[2-[[2-Amino-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-methylsulfanylbutanoic acid",1617
"14910","Hippocampus","Control","2-[[2-[[2-[[2-[[2-Amino-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-methylsulfanylbutanoic acid",4831
"14911","Hippocampus","Control","2-[[2-[[2-[[2-[[2-Amino-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-methylsulfanylbutanoic acid",7516
"14912","Hippocampus","Control","2-[[2-[[2-[[2-[[2-Amino-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-methylsulfanylbutanoic acid",6393
"14913","Hippocampus","C4","2-[[2-[[2-[[2-[[2-Amino-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-methylsulfanylbutanoic acid",2560
"14914","Hippocampus","C4","2-[[2-[[2-[[2-[[2-Amino-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-methylsulfanylbutanoic acid",0
"14915","Hippocampus","C4","2-[[2-[[2-[[2-[[2-Amino-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-methylsulfanylbutanoic acid",19910
"14916","Hippocampus","C4","2-[[2-[[2-[[2-[[2-Amino-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-methylsulfanylbutanoic acid",3160
"14917","Hippocampus","C4","2-[[2-[[2-[[2-[[2-Amino-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-methylsulfanylbutanoic acid",11793
"14918","Hippocampus","C4","2-[[2-[[2-[[2-[[2-Amino-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-methylsulfanylbutanoic acid",0
"14919","Hippocampus","C4","2-[[2-[[2-[[2-[[2-Amino-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-methylsulfanylbutanoic acid",0
"14920","Hippocampus","C4","2-[[2-[[2-[[2-[[2-Amino-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-methylsulfanylbutanoic acid",2366
